,title,price,link
37,"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4HH7YZW6D&lid=LSTMOBGZSU4HH7YZW6D3I1RBM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGZSU4HH7YZW6D.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
38,"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)","₹31,999",https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-black-beauty-256-gb/p/itmf7f6e88ef68e8?pid=MOBGXFXYMH8CGDMM&lid=LSTMOBGXFXYMH8CGDMMTODP5W&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGXFXYMH8CGDMM.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
39,"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹9,999",https://www.flipkart.com/motorola-g35-5g-midnight-black-128-gb/p/itm015cbd184b0eb?pid=MOBH3YGPTSA4SZQF&lid=LSTMOBH3YGPTSA4SZQF0KIKVP&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH3YGPTSA4SZQF.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
40,"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹19,999",https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6ZNVGYU3W&lid=LSTMOBGZ8R6ZNVGYU3W00IT8I&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGZ8R6ZNVGYU3W.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
41,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹20,999",https://www.flipkart.com/realme-p1-pro-5g-parrot-blue-256-gb/p/itmc859edf8053dc?pid=MOBGZ8R6YYU9YHFG&lid=LSTMOBGZ8R6YYU9YHFGXJVOTS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGZ8R6YYU9YHFG.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
42,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB)","₹16,999",https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/p/itm1a53e8f5191db?pid=MOBH2Y7HKCYDEHFZ&lid=LSTMOBH2Y7HKCYDEHFZFJKHMG&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBH2Y7HKCYDEHFZ.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
43,"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)","₹20,999",https://www.flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZFCMSQB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBHFHDRZJP6FHPZ.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
44,"realme P1 5G (Phoenix Red, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVWN4KKA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGZSU4BBYYMSEV.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
45,"REDMI A3 (Lake Blue, 128 GB)","₹7,275",https://www.flipkart.com/redmi-a3-lake-blue-128-gb/p/itmbe3bd4f2bebed?pid=MOBGZF9PKZUSSM3Q&lid=LSTMOBGZF9PKZUSSM3QFBOVBH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=Search&iid=fa18dd80-6563-4781-b77d-f289aaa1be70.MOBGZF9PKZUSSM3Q.SEARCH&ppt=sp&ppn=sp&ssid=5dqc3ik5a80000001735187546967&qH=532c28d5412dd75b
46,"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹10,499",https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/p/itm977c89a44d373?pid=MOBHFTYBGJ7RW9ZQ&lid=LSTMOBHFTYBGJ7RW9ZQRJTON0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&iid=b216ea39-2a82-45b8-b266-3773c019f151.MOBHFTYBGJ7RW9ZQ.SEARCH&ssid=xcgvv0yrwg0000001735187490772&qH=532c28d5412dd75b
